"id";"Name";"SkillLevel";"Effect";"Available";"Unlocked"
1215;"Snow Charm";3;"[""When Affinity reaches max, grant party damage barrier of 50% of max HP""]";0;0
1216;"Snow Charm";4;"[""When Affinity reaches max, grant party damage barrier of 55% of max HP""]";0;0
1217;"Snow Charm";5;"[""When Affinity reaches max, grant party damage barrier of 60% of max HP""]";0;0
1218;"Beary Healing";1;"[""Heals 20% of party's HP upon performing a Blade Switch""]";0;0
1219;"Beary Healing";2;"[""Heals 25% of party's HP upon performing a Blade Switch""]";0;0
1220;"Beary Healing";3;"[""Heals 30% of party's HP upon performing a Blade Switch""]";0;0
1221;"Beary Healing";4;"[""Heals 35% of party's HP upon performing a Blade Switch""]";0;0
1222;"Beary Healing";5;"[""Heals 40% of party's HP upon performing a Blade Switch""]";0;0
1223;"Hide and Seek";1;"[""Reduces aggro drawn from Specials and Driver Arts by 15%""]";0;0
1224;"Hide and Seek";2;"[""Reduces aggro drawn from Specials and Driver Arts by 23%""]";0;0
1225;"Hide and Seek";3;"[""Reduces aggro drawn from Specials and Driver Arts by 30%""]";0;0
1226;"Hide and Seek";4;"[""Reduces aggro drawn from Specials and Driver Arts by 38%""]";0;0
1227;"Hide and Seek";5;"[""Reduces aggro drawn from Specials and Driver Arts by 45%""]";0;0
1228;"Harmony";1;"[""Have fun playing beautiful music. Skill exclusive to Ursula""]";0;0
1229;"Harmony";2;"[""Have fun playing beautiful music. Skill exclusive to Ursula""]";0;0
1230;"Harmony";3;"[""Have fun playing beautiful music. Skill exclusive to Ursula""]";0;0
1231;"Harmony";4;"[""Have fun playing beautiful music. Skill exclusive to Ursula""]";0;0
1232;"Harmony";5;"[""Have fun playing beautiful music. Skill exclusive to Ursula""]";0;0
1233;"Ichthyology";1;"[""Knowledge related to fish""]";0;0
1234;"Ichthyology";2;"[""Knowledge related to fish""]";0;0
1235;"Ichthyology";3;"[""Knowledge related to fish""]";0;0
1236;"Fortitude";1;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
1237;"Fortitude";2;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
1238;"Fortitude";3;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
1239;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1240;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1241;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
1242;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1243;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1244;"Flaming Slashwave";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
1245;"Flaming Slashwave";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
1246;"Flaming Slashwave";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
1247;"Flaming Slashwave";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
1248;"Flaming Slashwave";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
1249;"Immolating Cleave";1;"[""Increases damage to launched enemies by 100%""]";0;0
1250;"Immolating Cleave";2;"[""Increases damage to launched enemies by 110%""]";0;0
1251;"Immolating Cleave";3;"[""Increases damage to launched enemies by 120%""]";0;0
1252;"Immolating Cleave";4;"[""Increases damage to launched enemies by 130%""]";0;0
1253;"Immolating Cleave";5;"[""Increases damage to launched enemies by 150%""]";0;0
1254;"Extreme Gutsy Spirit";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
1255;"Extreme Gutsy Spirit";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
1256;"Extreme Gutsy Spirit";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
1257;"Extreme Gutsy Spirit";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
1258;"Extreme Gutsy Spirit";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
1259;"Tranquil Guard";1;"[""Adds 30% chance to prevent reactions to enemy Driver Combos""]";0;0
1260;"Tranquil Guard";2;"[""Adds 40% chance to prevent reactions to enemy Driver Combos""]";0;0
1261;"Tranquil Guard";3;"[""Adds 50% chance to prevent reactions to enemy Driver Combos""]";0;0
1262;"Tranquil Guard";4;"[""Adds 60% chance to prevent reactions to enemy Driver Combos""]";0;0
1263;"Tranquil Guard";5;"[""Adds 70% chance to prevent reactions to enemy Driver Combos""]";0;0
1264;"Last Line of Defense";1;"[""Reduces damage from enemies within a 5m radius by 20%""]";0;0
1265;"Last Line of Defense";2;"[""Reduces damage from enemies within a 5m radius by 25%""]";0;0
1266;"Last Line of Defense";3;"[""Reduces damage from enemies within a 5m radius by 30%""]";0;0
1267;"Last Line of Defense";4;"[""Reduces damage from enemies within a 5m radius by 35%""]";0;0
1268;"Last Line of Defense";5;"[""Reduces damage from enemies within a 5m radius by 40%""]";0;0
1269;"Flowers of War";1;"[""Increases aggro drawn from auto-attacks by 30%""]";0;0
1270;"Flowers of War";2;"[""Increases aggro drawn from auto-attacks by 35%""]";0;0
1271;"Flowers of War";3;"[""Increases aggro drawn from auto-attacks by 40%""]";0;0
1272;"Flowers of War";4;"[""Increases aggro drawn from auto-attacks by 45%""]";0;0
1273;"Flowers of War";5;"[""Increases aggro drawn from auto-attacks by 50%""]";0;0
1274;"Superstrength";1;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
1275;"Superstrength";2;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
1276;"Superstrength";3;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
1277;"Salvaging Mastery";1;"[""Knowledge related to salvaging""]";0;0
1278;"Salvaging Mastery";2;"[""Knowledge related to salvaging""]";0;0
1279;"Salvaging Mastery";3;"[""Knowledge related to salvaging""]";0;0
1280;"Titan Weapon Wisdom";1;"[""Deep knowledge of Titan weapons. Skill exclusive to Newt""]";0;0
1281;"Titan Weapon Wisdom";2;"[""Deep knowledge of Titan weapons. Skill exclusive to Newt""]";0;0
1282;"Titan Weapon Wisdom";3;"[""Deep knowledge of Titan weapons. Skill exclusive to Newt""]";0;0
1283;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1284;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1285;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1286;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1287;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
1288;"Fierce Healer";1;"[""When landing a hit, restores 30% of damage dealt to the whole party""]";0;0
1289;"Fierce Healer";2;"[""When landing a hit, restores 35% of damage dealt to the whole party""]";0;0
1290;"Fierce Healer";3;"[""When landing a hit, restores 40% of damage dealt to the whole party""]";0;0
1291;"Fierce Healer";4;"[""When landing a hit, restores 45% of damage dealt to the whole party""]";0;0
1292;"Fierce Healer";5;"[""When landing a hit, restores 50% of damage dealt to the whole party""]";0;0
1293;"Wild Grappler";1;"[""Spawns a small HP Potion on hit, with a 60% chance to spawn 2""]";0;0
1294;"Wild Grappler";2;"[""Spawns a small HP Potion on hit, with a 70% chance to spawn 2""]";0;0
1295;"Wild Grappler";3;"[""Spawns a small HP Potion on hit, with a 80% chance to spawn 2""]";0;0
1296;"Wild Grappler";4;"[""Spawns a small HP Potion on hit, with a 90% chance to spawn 2""]";0;0
1297;"Wild Grappler";5;"[""Spawns a small HP Potion on hit, with a 100% chance to spawn 2""]";0;0
1298;"Organic Automata";1;"[""When landing a hit, restores 30% of damage dealt to the whole party""]";0;0
1299;"Organic Automata";2;"[""When landing a hit, restores 35% of damage dealt to the whole party""]";0;0
1300;"Organic Automata";3;"[""When landing a hit, restores 40% of damage dealt to the whole party""]";0;0
1301;"Organic Automata";4;"[""When landing a hit, restores 45% of damage dealt to the whole party""]";0;0
1302;"Organic Automata";5;"[""When landing a hit, restores 50% of damage dealt to the whole party""]";0;0
1303;"Restorative Fusion";1;"[""Restores party's HP on starting Fusion Combo. Effect improves with difficulty""]";0;0
1304;"Restorative Fusion";2;"[""Restores party's HP on starting Fusion Combo. Effect improves with difficulty""]";0;0
1305;"Restorative Fusion";3;"[""Restores party's HP on starting Fusion Combo. Effect improves with difficulty""]";0;0
1306;"Restorative Fusion";4;"[""Restores party's HP on starting Fusion Combo. Effect improves with difficulty""]";0;0
1307;"Restorative Fusion";5;"[""Restores party's HP on starting Fusion Combo. Effect improves with difficulty""]";0;0
1308;"Synthesis Lore";1;"[""Boosts Fusion Combo effect by 25%""]";0;0
1309;"Synthesis Lore";2;"[""Boosts Fusion Combo effect by 30%""]";0;0
1310;"Synthesis Lore";3;"[""Boosts Fusion Combo effect by 35%""]";0;0
1311;"Synthesis Lore";4;"[""Boosts Fusion Combo effect by 40%""]";0;0
1312;"Synthesis Lore";5;"[""Boosts Fusion Combo effect by 50%""]";0;0
1313;"Wild Familiars";1;"[""Increases damage dealt to beasts by 40%""]";0;0
1314;"Wild Familiars";2;"[""Increases damage dealt to beasts by 50%""]";0;0
1315;"Wild Familiars";3;"[""Increases damage dealt to beasts by 60%""]";0;0
1316;"Wild Familiars";4;"[""Increases damage dealt to beasts by 70%""]";0;0
1317;"Wild Familiars";5;"[""Increases damage dealt to beasts by 80%""]";0;0
1318;"Earth Mastery";1;"[""The Power of an Earth Blade""]";0;0
1319;"Earth Mastery";2;"[""The Power of an Earth Blade""]";0;0
1320;"Earth Mastery";3;"[""The Power of an Earth Blade""]";0;0
1321;"Ichthyology";1;"[""Knowledge related to fish""]";0;0
1322;"Ichthyology";2;"[""Knowledge related to fish""]";0;0
1323;"Ichthyology";3;"[""Knowledge related to fish""]";0;0
1324;"Phonex Linguistics";1;"[""The power to speak with Phonexes. Skill exclusive to Nim""]";0;0
1325;"Phonex Linguistics";2;"[""The power to speak with Phonexes. Skill exclusive to Nim""]";0;0
1326;"Phonex Linguistics";3;"[""The power to speak with Phonexes. Skill exclusive to Nim""]";0;0
1327;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1328;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1329;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
1330;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1331;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1332;"Dessert Bomb";1;"[""Increases damage dealt by 100% when HP is 90% or higher""]";0;0
1333;"Dessert Bomb";2;"[""Increases damage dealt by 110% when HP is 90% or higher""]";0;0
1334;"Dessert Bomb";3;"[""Increases damage dealt by 120% when HP is 90% or higher""]";0;0
1335;"Dessert Bomb";4;"[""Increases damage dealt by 130% when HP is 90% or higher""]";0;0
1336;"Dessert Bomb";5;"[""Increases damage dealt by 150% when HP is 90% or higher""]";0;0
1337;"Tea Leaves";1;"[""Increases critical damage by 25%""]";0;0
1338;"Tea Leaves";2;"[""Increases critical damage by 40%""]";0;0
1339;"Tea Leaves";3;"[""Increases critical damage by 55%""]";0;0
1340;"Tea Leaves";4;"[""Increases critical damage by 70%""]";0;0
1341;"Tea Leaves";5;"[""Increases critical damage by 85%""]";0;0
1342;"Golden Font";1;"[""Adds 60% chance to drop gold upon landing a hit""]";0;0
1343;"Golden Font";2;"[""Adds 70% chance to drop gold upon landing a hit""]";0;0
1344;"Golden Font";3;"[""Adds 80% chance to drop gold upon landing a hit""]";0;0
1345;"Golden Font";4;"[""Adds 90% chance to drop gold upon landing a hit""]";0;0
1346;"Golden Font";5;"[""Adds 100% chance to drop gold upon landing a hit""]";0;0
1347;"Economicanimal";1;"[""Increases attack power as gold is collected during battle (max: 201%)""]";0;0
1348;"Economicanimal";2;"[""Increases attack power as gold is collected during battle (max: 234%)""]";0;0
1349;"Economicanimal";3;"[""Increases attack power as gold is collected during battle (max: 267%)""]";0;0
1350;"Economicanimal";4;"[""Increases attack power as gold is collected during battle (max: 300%)""]";0;0
1351;"Economicanimal";5;"[""Increases attack power as gold is collected during battle (max: 333%)""]";0;0
1352;"Entitled Entourage";1;"[""Increases damage dealt by 20% for each female in battle (except self)""]";0;0
1353;"Entitled Entourage";2;"[""Increases damage dealt by 22% for each female in battle (except self)""]";0;0
1354;"Entitled Entourage";3;"[""Increases damage dealt by 25% for each female in battle (except self)""]";0;0
1355;"Entitled Entourage";4;"[""Increases damage dealt by 27% for each female in battle (except self)""]";0;0
1356;"Entitled Entourage";5;"[""Increases damage dealt by 30% for each female in battle (except self)""]";0;0
1357;"Financial Settlement";1;"[""Reduces aggro drawn from Specials and Driver Arts by 10%""]";0;0
1358;"Financial Settlement";2;"[""Reduces aggro drawn from Specials and Driver Arts by 15%""]";0;0
1359;"Financial Settlement";3;"[""Reduces aggro drawn from Specials and Driver Arts by 20%""]";0;0
1360;"Financial Settlement";4;"[""Reduces aggro drawn from Specials and Driver Arts by 25%""]";0;0
1361;"Financial Settlement";5;"[""Reduces aggro drawn from Specials and Driver Arts by 30%""]";0;0
1362;"Girls' Talk";1;"[""Talk openly, girl-to-girl""]";0;0
1363;"Girls' Talk";2;"[""Talk openly, girl-to-girl""]";0;0
1364;"Girls' Talk";3;"[""Talk openly, girl-to-girl""]";0;0
1365;"Lockpicking";1;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
1366;"Lockpicking";2;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
1367;"Lockpicking";3;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
1368;"Eye for Beauty";1;"[""Looks for girls to add to her entourage. Skill exclusive to Sheba""]";0;0
1369;"Eye for Beauty";2;"[""Looks for girls to add to her entourage. Skill exclusive to Sheba""]";0;0
1370;"Eye for Beauty";3;"[""Looks for girls to add to her entourage. Skill exclusive to Sheba""]";0;0
1371;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1372;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1373;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1374;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1375;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
1376;"Healing Bolt";1;"[""When landing a hit, restores 30% of damage dealt to the whole party""]";0;0
1377;"Healing Bolt";2;"[""When landing a hit, restores 35% of damage dealt to the whole party""]";0;0
1378;"Healing Bolt";3;"[""When landing a hit, restores 40% of damage dealt to the whole party""]";0;0
1379;"Healing Bolt";4;"[""When landing a hit, restores 45% of damage dealt to the whole party""]";0;0
1380;"Healing Bolt";5;"[""When landing a hit, restores 50% of damage dealt to the whole party""]";0;0
1381;"Ball Lightning";1;"[""Increases damage dealt to machines by 60%""]";0;0
1382;"Ball Lightning";2;"[""Increases damage dealt to machines by 70%""]";0;0
1383;"Ball Lightning";3;"[""Increases damage dealt to machines by 80%""]";0;0
1384;"Ball Lightning";4;"[""Increases damage dealt to machines by 90%""]";0;0
1385;"Ball Lightning";5;"[""Increases damage dealt to machines by 100%""]";0;0
1386;"Thunderstrike";1;"[""Spawns a small HP Potion on hit, with a 60% chance to spawn 2""]";0;0
1387;"Thunderstrike";2;"[""Spawns a small HP Potion on hit, with a 70% chance to spawn 2""]";0;0
1388;"Thunderstrike";3;"[""Spawns a small HP Potion on hit, with a 80% chance to spawn 2""]";0;0
1389;"Thunderstrike";4;"[""Spawns a small HP Potion on hit, with a 90% chance to spawn 2""]";0;0
1390;"Thunderstrike";5;"[""Spawns a small HP Potion on hit, with a 100% chance to spawn 2""]";0;0
1391;"Space-Tea-Time";1;"[""Reduces recharge of enemies in battle by 10% when at max Affinity""]";0;0
1392;"Space-Tea-Time";2;"[""Reduces recharge of enemies in battle by 12% when at max Affinity""]";0;0
1393;"Space-Tea-Time";3;"[""Reduces recharge of enemies in battle by 15% when at max Affinity""]";0;0
1394;"Space-Tea-Time";4;"[""Reduces recharge of enemies in battle by 17% when at max Affinity""]";0;0
1395;"Space-Tea-Time";5;"[""Reduces recharge of enemies in battle by 20% when at max Affinity""]";0;0
1396;"Sympathy";1;"[""Increases Affinity by 10 when a fellow Driver misses an attack""]";0;0
1397;"Sympathy";2;"[""Increases Affinity by 12 when a fellow Driver misses an attack""]";0;0
1398;"Sympathy";3;"[""Increases Affinity by 14 when a fellow Driver misses an attack""]";0;0
1399;"Sympathy";4;"[""Increases Affinity by 16 when a fellow Driver misses an attack""]";0;0
1400;"Sympathy";5;"[""Increases Affinity by 20 when a fellow Driver misses an attack""]";0;0
1401;"Not Part of the Plan";1;"[""Increases critical hit rate by 5%""]";0;0
1402;"Not Part of the Plan";2;"[""Increases critical hit rate by 7%""]";0;0
1403;"Not Part of the Plan";3;"[""Increases critical hit rate by 10%""]";0;0
1404;"Not Part of the Plan";4;"[""Increases critical hit rate by 12%""]";0;0
1405;"Not Part of the Plan";5;"[""Increases critical hit rate by 15%""]";0;0
1406;"Forestry";1;"[""Knowledge related to trees""]";0;0
1407;"Forestry";2;"[""Knowledge related to trees""]";0;0
1408;"Forestry";3;"[""Knowledge related to trees""]";0;0
1409;"Fortitude";1;"[""The power to see endure hardships. It even helps cope with boring jobs""]";0;0
1410;"Fortitude";2;"[""The power to see endure hardships. It even helps cope with boring jobs""]";0;0
1411;"Fortitude";3;"[""The power to see endure hardships. It even helps cope with boring jobs""]";0;0
1412;"Dumpling Pro";1;"[""Prepare tasty triangular dumplings. Skill exclusive to Vess"", ""Recipe for Vess's Dumplings""]";0;0
1413;"Dumpling Pro";2;"[""Prepare tasty triangular dumplings. Skill exclusive to Vess"", ""Recipe for Rainbow Dumplings""]";0;0
1414;"Dumpling Pro";3;"[""Prepare tasty triangular dumplings. Skill exclusive to Vess"", ""Recipe for Gromrice Dumplings""]";0;0
1415;"Dumpling Pro";4;"[""Prepare tasty triangular dumplings. Skill exclusive to Vess"", ""Recipe for Puri Leaf Dumplings""]";0;0
1416;"Dumpling Pro";5;"[""Prepare tasty triangular dumplings. Skill exclusive to Vess"", ""Recipe for Choclit Dumplings""]";0;0
1417;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1418;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1419;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
1420;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1421;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
1422;"Bang-Bang Bound";1;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
1423;"Bang-Bang Bound";2;"[""Increases damage dealt to toppled enemies by 110%""]";0;0
1424;"Bang-Bang Bound";3;"[""Increases damage dealt to toppled enemies by 120%""]";0;0
1425;"Bang-Bang Bound";4;"[""Increases damage dealt to toppled enemies by 130%""]";0;0
1426;"Bang-Bang Bound";5;"[""Increases damage dealt to toppled enemies by 150%""]";0;0
1427;"Shocking Assault";1;"[""Increases damage to launched enemies by 100%""]";0;0
1428;"Shocking Assault";2;"[""Increases damage to launched enemies by 110%""]";0;0
1429;"Shocking Assault";3;"[""Increases damage to launched enemies by 120%""]";0;0
1430;"Shocking Assault";4;"[""Increases damage to launched enemies by 130%""]";0;0
1431;"Shocking Assault";5;"[""Increases damage to launched enemies by 150%""]";0;0
1432;"Rolling Thunder";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
1433;"Rolling Thunder";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
1434;"Rolling Thunder";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
1435;"Rolling Thunder";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
1436;"Rolling Thunder";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
1437;"Sparky Girl";1;"[""Counters Attacks with 240% ether damage""]";0;0
1438;"Sparky Girl";2;"[""Counters Attacks with 280% ether damage""]";0;0
1439;"Sparky Girl";3;"[""Counters Attacks with 320% ether damage""]";0;0
1440;"Sparky Girl";4;"[""Counters Attacks with 360% ether damage""]";0;0
1441;"Sparky Girl";5;"[""Counters Attacks with 400% ether damage""]";0;0
1442;"Zappy Girl";1;"[""Increases aggro every second""]";0;0
1443;"Zappy Girl";2;"[""Increases aggro every second""]";0;0
1444;"Zappy Girl";3;"[""Increases aggro every second""]";0;0
1445;"Zappy Girl";4;"[""Increases aggro every second""]";0;0
1446;"Zappy Girl";5;"[""Increases aggro every second""]";0;0
1447;"Clangy Girl";1;"[""Increases block rate by 10%""]";0;0
1448;"Clangy Girl";2;"[""Increases block rate by 12%""]";0;0
1449;"Clangy Girl";3;"[""Increases block rate by 14%""]";0;0
1450;"Clangy Girl";4;"[""Increases block rate by 16%""]";0;0
1451;"Clangy Girl";5;"[""Increases block rate by 20%""]";0;0
1452;"Electric Mastery";1;"[""The Power of an Electric Blade""]";0;0
1453;"Electric Mastery";2;"[""The Power of an Electric Blade""]";0;0
1454;"Electric Mastery";3;"[""The Power of an Electric Blade""]";0;0
1455;"Electric Mastery";4;"[""The Power of an Electric Blade""]";0;0
1456;"Electric Mastery";5;"[""The Power of an Electric Blade""]";0;0
1457;"Focus";1;"[""The power to focus on one thing. Also used to control one's power""]";0;0
1458;"Focus";2;"[""The power to focus on one thing. Also used to control one's power""]";0;0
1459;"Focus";3;"[""The power to focus on one thing. Also used to control one's power""]";0;0
1460;"Mastery of Thunder";1;"[""The power to control electricity. Electra's not exactly good at this...""]";0;0
1461;"Mastery of Thunder";2;"[""The power to control electricity. Electra's not exactly good at this...""]";0;0
1462;"Mastery of Thunder";3;"[""The power to control electricity. Electra's not exactly good at this...""]";0;0
1463;"Mastery of Thunder";4;"[""The power to control electricity. Electra's not exactly good at this...""]";0;0
1464;"Mastery of Thunder";5;"[""The power to control electricity. Electra's not exactly good at this...""]";0;0
1465;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1466;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1467;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
1468;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1469;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1470;"Diabolic Zephyr";1;"[""Increases damage dealt by 100% when HP is 30% or less""]";0;0
1471;"Diabolic Zephyr";2;"[""Increases damage dealt by 110% when HP is 30% or less""]";0;0
1472;"Diabolic Zephyr";3;"[""Increases damage dealt by 120% when HP is 30% or less""]";0;0
1473;"Diabolic Zephyr";4;"[""Increases damage dealt by 130% when HP is 30% or less""]";0;0
1474;"Diabolic Zephyr";5;"[""Increases damage dealt by 150% when HP is 30% or less""]";0;0
1475;"Adamantine Axe";1;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
1476;"Adamantine Axe";2;"[""Increases damage dealt to toppled enemies by 110%""]";0;0
1477;"Adamantine Axe";3;"[""Increases damage dealt to toppled enemies by 120%""]";0;0
1478;"Adamantine Axe";4;"[""Increases damage dealt to toppled enemies by 130%""]";0;0
1479;"Adamantine Axe";5;"[""Increases damage dealt to toppled enemies by 150%""]";0;0
1480;"Ascension Blade";1;"[""Increases damage dealt to higher-level enemies by 60%""]";0;0
1481;"Ascension Blade";2;"[""Increases damage dealt to higher-level enemies by 70%""]";0;0
1482;"Ascension Blade";3;"[""Increases damage dealt to higher-level enemies by 80%""]";0;0
1483;"Ascension Blade";4;"[""Increases damage dealt to higher-level enemies by 90%""]";0;0
1484;"Ascension Blade";5;"[""Increases damage dealt to higher-level enemies by 100%""]";0;0
1485;"Carnage";1;"[""Increases damage dealt by 60% when battling a boss or unique enemy""]";0;0
1486;"Carnage";2;"[""Increases damage dealt by 70% when battling a boss or unique enemy""]";0;0
1487;"Carnage";3;"[""Increases damage dealt by 80% when battling a boss or unique enemy""]";0;0
1488;"Carnage";4;"[""Increases damage dealt by 90% when battling a boss or unique enemy""]";0;0
1489;"Carnage";5;"[""Increases damage dealt by 100% when battling a boss or unique enemy""]";0;0
1490;"The Indomitable";1;"[""Increases damage dealt to higher-level enemies by 20%""]";0;0
1491;"The Indomitable";2;"[""Increases damage dealt to higher-level enemies by 35%""]";0;0
1492;"The Indomitable";3;"[""Increases damage dealt to higher-level enemies by 50%""]";0;0
1493;"The Indomitable";4;"[""Increases damage dealt to higher-level enemies by 65%""]";0;0
1494;"The Indomitable";5;"[""Increases damage dealt to higher-level enemies by 80%""]";0;0
1495;"Greatest Warrior";1;"[""20% more damage dealt for each enemy in battle (max: 250%)""]";0;0
1496;"Greatest Warrior";2;"[""25% more damage dealt for each enemy in battle (max: 250%)""]";0;0
1497;"Greatest Warrior";3;"[""30% more damage dealt for each enemy in battle (max: 250%)""]";0;0
1498;"Greatest Warrior";4;"[""35% more damage dealt for each enemy in battle (max: 250%)""]";0;0
1499;"Greatest Warrior";5;"[""40% more damage dealt for each enemy in battle (max: 250%)""]";0;0
1500;"Wind Mastery";1;"[""The power of a Wind Blade""]";0;0
1501;"Wind Mastery";2;"[""The power of a Wind Blade""]";0;0
1502;"Wind Mastery";3;"[""The power of a Wind Blade""]";0;0
1503;"Wind Mastery";4;"[""The power of a Wind Blade""]";0;0
1504;"Wind Mastery";5;"[""The power of a Wind Blade""]";0;0
1505;"Superstrength";1;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
1506;"Superstrength";2;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
1507;"Superstrength";3;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
1508;"Superstrength";4;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
1509;"Superstrength";5;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
1510;"Leaping";1;"[""The power to jump. Used to reach high places""]";0;0
1511;"Leaping";2;"[""The power to jump. Used to reach high places""]";0;0
1512;"Leaping";3;"[""The power to jump. Used to reach high places""]";0;0
1513;"Leaping";4;"[""The power to jump. Used to reach high places""]";0;0
1514;"Leaping";5;"[""The power to jump. Used to reach high places""]";0;0
1515;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1516;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1517;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
1518;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1519;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1520;"Blast of Fresh Air";1;"[""Increases Affinity by 60 when using a Special""]";0;0
1521;"Blast of Fresh Air";2;"[""Increases Affinity by 70 when using a Special""]";0;0
1522;"Blast of Fresh Air";3;"[""Increases Affinity by 80 when using a Special""]";0;0
1523;"Blast of Fresh Air";4;"[""Increases Affinity by 90 when using a Special""]";0;0
1524;"Blast of Fresh Air";5;"[""Increases Affinity by 100 when using a Special""]";0;0
1525;"Whoopsie Crazy";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
1526;"Whoopsie Crazy";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
1527;"Whoopsie Crazy";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
1528;"Whoopsie Crazy";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
1529;"Whoopsie Crazy";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
1530;"Wake-Up Whirl";1;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
1531;"Wake-Up Whirl";2;"[""Increases damage dealt to toppled enemies by 110%""]";0;0
1532;"Wake-Up Whirl";3;"[""Increases damage dealt to toppled enemies by 120%""]";0;0
1533;"Wake-Up Whirl";4;"[""Increases damage dealt to toppled enemies by 130%""]";0;0
