"id";"Name";"Category";"Type";"IsDriver";"LowestLevel";"HighestLevel";"Location";"DLCRequired";"SpawnCondition";"Drops";"Available";"Beaten"
425;"Rebra Flamii";"Normal";32;0;18;24;158;0;"Any";"[{""Name"": ""Shackle Blade Resist I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Specials Lv 2 Plus I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Affection Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.0%""},{""Name"": ""Affection Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""6.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
426;"Ambushing Flamii";"Quest";32;0;25;0;162;0;"Quest";"[{""Name"": ""Helping Hand II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Jamming II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Steel Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Gold Gear Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Gold Gear Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
427;"Punishing Flamii";"Quest";32;0;26;0;162;0;"Quest";"[{""Name"": ""Insect Hunter II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Opening Art II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Cobalt Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Spring Shoes"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Spring Shoes"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Silver Earrings"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Silver Earrings"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
428;"Acenia Flier";"Minor";33;0;34;36;387;0;"Any";"[{""Name"": ""Aerial Hunter II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Specials Lv 1 Plus II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Spirit Tree Ward"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.0%""},{""Name"": ""Spirit Tree Ward"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""6.0%""},{""Name"": ""Wood Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
429;"Bright Flier";"Normal";33;0;4;10;51;0;"Any";"[{""Name"": ""Sunlight Eye I"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""14%""},{""Name"": ""Rigid Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Shell Cameo"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Rigid Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Shell Cameo"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5%""}]";0;0
430;"Sweet Flier";"Minor";33;0;21;23;57;0;"Any";"[{""Name"": ""Endurance I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Aggro Boost I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Turquoise Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""15.0%""},{""Name"": ""Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
431;"Petal Flier";"Challenge";33;0;26;0;1;0;"Challenge";"[]";0;0
432;"Glaw Garaffa";"Minor";34;0;5;11;58;0;"Any";"[{""Name"": ""Hunter's Chemistry I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14%""},{""Name"": ""Range Boost Up I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14%""},{""Name"": ""Arts Stealth I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12%""},{""Name"": ""Attack Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5%""},{""Name"": ""Attack Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""}]";0;0
433;"Mailoo Garaffa";"Normal";34;0;19;22;158;0;"Daytime";"[{""Name"": ""Telepathy I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Affinity MAX Acc I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Block Rate Up I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
434;"Supercharged Alfonso";"Unique";34;0;20;0;56;0;"Anytime during low tide";"[{""Name"": ""Blade Combo Boost I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Outdoor Attack Up I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Topple Resist I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Ether Defense Up I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Harvest Necklace"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Harvest Necklace"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""8.0%""},{""Name"": ""Rare Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""3.0%""}]";0;0
435;"Burgill Garaffa";"Challenge";34;0;29;0;1;0;"Challenge";"[]";0;0
436;"Aatoban Garlus";"Minor";35;0;50;56;351;0;"Any";"[{""Name"": ""Holy Necklace"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Hunter's Chemistry IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Helping Hand IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Titanium Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Titanium Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Positron Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
437;"Ahaid Garlus";"Minor";35;0;38;44;346;0;"Any";"[{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""},{""Name"": ""Berserk Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10%""},{""Name"": ""Affinity MAX Atk III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8%""},{""Name"": ""Physical Defense Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8%""},{""Name"": ""Leader's Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Leader's Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Ureilite Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""}]";0;0
438;"Chefko Garlus";"Normal";35;0;47;52;285;0;"Any";"[{""Name"": ""Humanoid Hunter III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Shoulder to Shoulder III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Reflect Damage Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""12.0%""},{""Name"": ""Bloody Orb"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Goddess Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Goddess Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Cube Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
439;"Fiar Garlus";"Normal";35;0;37;43;345;0;"Any";"[{""Name"": ""Arts Stealth III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Burst Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Pearl Hat"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Pearl Hat"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Ureilite Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
440;"Funcel Garlus";"Normal";35;0;49;53;351;0;"Any";"[{""Name"": ""Jamming IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Humanoid Hunter IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Ancient Banner"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Axion Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""9.0%""},{""Name"": ""Critical Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Critical Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
441;"Jenth Garlus";"Minor";35;0;37;43;346;0;"Any";"[{""Name"": ""Blowdown Resist III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Skeleton Hood"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Emergency Guard III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Ice Headband"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Ice Headband"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
442;"Jenth Garlus";"Challenge";35;0;103;0;1;0;"Challenge";"[]";0;0
443;"Noigan Garlus";"Normal";35;0;49;55;351;0;"Any";"[{""Name"": ""Jamming IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Humanoid Hunter IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Ancient Banner"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Axion Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""9.0%""},{""Name"": ""Critical Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Critical Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
444;"Rebus Garlus";"Normal";35;0;48;50;274;0;"Any";"[{""Name"": ""HP Attack Boost IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.0%""},{""Name"": ""Launch Resist IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.0%""},{""Name"": ""Aubrite Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""},{""Name"": ""Saber Attachment"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Saber Attachment"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
445;"Zangiv Garlus";"Normal";35;0;47;52;285;0;"Any";"[{""Name"": ""Aerial Hunter III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Arts Aggro Boost III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Sphere Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Topple Resist III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Boxer Vambraces"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Boxer Vambraces"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
446;"Zext Garlus";"Normal";35;0;37;43;345;0;"Any";"[{""Name"": ""Earth Def Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Lodranite Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Jade Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Jade Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
447;"Zext Garlus";"Challenge";35;0;104;0;1;0;"Challenge";"[]";0;0
448;"Ziggan Garlus";"Normal";35;0;49;55;351;0;"Any";"[{""Name"": ""Affinity MAX Atk IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.0%""},{""Name"": ""Specials Lv 2 Plus IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Block Rate Up IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Sword Attachment"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Sword Attachment"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Mirror Matter Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
449;"Zoke Garlus";"Normal";35;0;47;52;274;0;"Any";"[{""Name"": ""Specials Lv 4 Plus III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Affinity MAX Acc III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Cube Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Aggro Attack Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
450;"Aura Garlus";"Quest";35;0;62;0;364;0;"Quest";"[]";0;0
451;"Aurora Garlus";"Quest";35;0;68;0;363;0;"Quest";"[]";0;0
452;"Heroic Edwin";"Unique";35;0;44;0;346;0;"Any";"[{""Name"": ""Jamming III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Berserk Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Fast Blade Switch III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Leader's Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Burst Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Burst Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""13.0%""},{""Name"": ""Rare Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""}]";0;0
453;"Impassable Edgar";"Unique";35;0;60;0;360;0;"Any";"[{""Name"": ""Specials Lv 2 Plus V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""8.4%""},{""Name"": ""Telepathy V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""8.4%""},{""Name"": ""Arts Aggro Boost V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""7.2%""},{""Name"": ""Critical Up V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""7.2%""},{""Name"": ""Optical Headband"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Optical Headband"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""20.0%""},{""Name"": ""Rare Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""13.0%""},{""Name"": ""Legendary Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""3.9%""}]";0;0
454;"Runaway Train Bool";"Unique";35;1;55;0;274;0;"Any";"[{""Name"": ""Specials Lv 3 Plus IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Physical Defense Up IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.0%""},{""Name"": ""Block Rate Up IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Aggro Boost IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Ceramic Belt"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Ceramic Belt"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""20.0%""},{""Name"": ""Rare Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""13.0%""},{""Name"": ""Legendary Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""3.9%""}]";0;0
455;"Runaway Train Bool";"Challenge";35;1;108;0;1;0;"Challenge";"[]";0;0
456;"Sarta Garlus";"Quest";35;0;43;0;346;0;"Quest";"[{""Name"": ""Sunlight Eye III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Hunter's Chemistry III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Crystal Greaves"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Crystal Greaves"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
457;"Ahaid Garlus";"Minor";35;0;38;44;346;0;"Any";"[{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""},{""Name"": ""Berserk Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10%""},{""Name"": ""Affinity MAX Atk III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8%""},{""Name"": ""Physical Defense Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8%""},{""Name"": ""Leader's Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Leader's Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Ureilite Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""}]";0;0
458;"Ahaid Garlus";"Challenge";35;0;106;0;1;0;"Challenge";"[]";0;0
459;"Catanga Garlus";"Challenge";35;0;105;0;1;0;"Challenge";"[]";0;0
460;"Major-General Barnaby";"Challenge";35;0;115;0;1;0;"Challenge";"[]";0;0
