"id";"RequiredBy";"OtherPrerequisiteName";"OtherPrerequisiteDetail";"StoryProgress";"DLCRequired";"Location";"Heart2HeartTitle";"SideQuest";"MercMissionTitle";"MonsterTitle";"MonsterType";"AffinityChartNode";"PouchItemType";"PouchItem";"Progress"
668;819;"Use pouch item (Drinks type)";1;0;0;0;0;0;0;0;0;0;5;0;0
669;820;"Use pouch item (Drinks type)";1;0;0;0;0;0;0;0;0;0;5;0;0
670;821;"Use pouch item (Drinks type)";4;0;0;0;0;0;0;0;0;0;5;0;0
671;822;"Use pouch item (Drinks type)";4;0;0;0;0;0;0;0;0;0;5;0;0
672;823;"Use pouch item (Drinks type)";5;0;0;0;0;0;0;0;0;0;5;0;0
673;825;"Use pouch item (Vegetables type)";1;0;0;0;0;0;0;0;0;0;12;0;0
674;826;"Use pouch item (Vegetables type)";4;0;0;0;0;0;0;0;0;0;12;0;0
675;827;"Use pouch item (Vegetables type)";4;0;0;0;0;0;0;0;0;0;12;0;0
676;828;"Use pouch item (Vegetables type)";5;0;0;0;0;0;0;0;0;0;12;0;0
677;830;"Use pouch item (Meat type)";1;0;0;0;0;0;0;0;0;0;8;0;0
678;831;"Use pouch item (Meat type)";4;0;0;0;0;0;0;0;0;0;8;0;0
679;832;"Use pouch item (Meat type)";4;0;0;0;0;0;0;0;0;0;8;0;0
680;833;"Use pouch item (Meat type)";5;0;0;0;0;0;0;0;0;0;8;0;0
681;835;"Speak to a Nopon";50;1;0;0;0;0;0;0;0;0;0;0;0
682;836;"Side-quest";1;0;0;0;0;10;0;0;0;0;0;0;0
683;838;"Heart-to-heart";1;0;0;0;31;0;0;0;0;0;0;0;0
684;839;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
685;841;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
686;842;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
687;844;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
688;845;"Trust";800;0;0;0;0;0;0;0;0;0;0;0;0
689;846;"Heart-to-heart";1;0;0;0;29;0;0;0;0;0;0;0;0
690;847;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
691;849;"Use a move";20;0;0;0;0;0;0;0;0;848;0;0;0
692;850;"Driver combo";15;0;0;0;0;0;0;0;0;0;0;0;0
693;851;"Finish an enemy - Normal";5;0;0;0;0;0;0;47;0;0;0;0;0
694;852;"Use a move";26;0;0;0;0;0;0;0;0;848;0;0;0
695;854;"Finish an enemy - Normal";5;0;0;0;0;0;0;760;0;0;0;0;0
696;855;"Finish an enemy - Insect (eg. Mayn Elucas)";5;0;0;0;0;0;0;412;0;0;0;0;0
697;856;"Use a move";19;0;0;0;0;0;0;0;0;853;0;0;0
698;857;"Finish an enemy - Insect (eg. Sinon Scorpox)";0;0;0;0;0;0;0;838;0;0;0;0;0
699;859;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
700;860;"Use a move";12;0;0;0;0;0;0;0;0;858;0;0;0
701;861;"Finish an enemy - Insect (eg. Hool Arachnos)";5;0;0;0;0;0;0;43;0;0;0;0;0
702;862;"Use a move";16;0;0;0;0;0;0;0;0;858;0;0;0
703;863;"Raise Affinity in combat";3;0;0;0;0;0;0;0;0;0;0;0;0
704;864;"Raise Affinity in combat";5;0;0;0;0;0;0;0;0;0;0;0;0
705;865;"Raise Affinity in combat";10;0;0;0;0;0;0;0;0;0;0;0;0
706;866;"Raise Affinity in combat";12;0;0;0;0;0;0;0;0;0;0;0;0
707;867;"Raise Affinity in combat";15;0;0;0;0;0;0;0;0;0;0;0;0
708;869;"Gather item from Collectibles list - Insects type (Currently held items count toward total)";20;0;0;0;0;0;0;0;0;0;18;0;0
709;870;"Gather item from Collectibles list - Insects type (Currently held items count toward total)";30;0;0;0;0;0;0;0;0;0;18;0;0
710;871;"Gather item from Collectibles list - Insects type (Currently held items count toward total)";40;0;0;0;0;0;0;0;0;0;18;0;0
711;872;"Gather item from Collectibles list - Insects type (Currently held items count toward total)";50;0;0;0;0;0;0;0;0;0;18;0;0
712;874;"Acquire money";60000;0;0;0;0;0;0;0;0;0;0;0;0
713;875;"Acquire money";120000;0;0;0;0;0;0;0;0;0;0;0;0
714;876;"Acquire money";180000;0;0;0;0;0;0;0;0;0;0;0;0
715;877;"Acquire money";240000;0;0;0;0;0;0;0;0;0;0;0;0
716;879;"Gather pouch items - Dagas' fav Art type (Currently held items count towards the required total)";10;0;0;0;0;0;0;0;0;0;1;0;0
717;880;"Gather pouch items - Dagas' fav Art type (Currently held items count towards the required total)";15;0;0;0;0;0;0;0;0;0;1;0;0
718;881;"Gather pouch items - Dagas' fav Art type (Currently held items count towards the required total)";30;0;0;0;0;0;0;0;0;0;1;0;0
719;882;"Side-quest";1;0;0;0;0;101;0;0;0;0;0;0;0
720;884;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
721;885;"Trust";1100;0;0;0;0;0;0;0;0;0;0;0;0
722;886;"Trust";3300;0;0;0;0;0;0;0;0;0;0;0;0
723;887;"Trust";7800;0;0;0;0;0;0;0;0;0;0;0;0
724;889;"Use a move";10;0;0;0;0;0;0;0;0;888;0;0;0
725;890;"Use a move";11;0;0;0;0;0;0;0;0;888;0;0;0
726;891;"Use a move";12;0;0;0;0;0;0;0;0;888;0;0;0
727;892;"Use a move";13;0;0;0;0;0;0;0;0;888;0;0;0
728;894;"Use a move";7;0;0;0;0;0;0;0;0;893;0;0;0
729;895;"Use a move";8;0;0;0;0;0;0;0;0;893;0;0;0
730;896;"Use a move";9;0;0;0;0;0;0;0;0;893;0;0;0
731;897;"Use a move";10;0;0;0;0;0;0;0;0;893;0;0;0
732;899;"Use a move";5;0;0;0;0;0;0;0;0;898;0;0;0
733;900;"Use a move";6;0;0;0;0;0;0;0;0;898;0;0;0
734;901;"Use a move";7;0;0;0;0;0;0;0;0;898;0;0;0
735;902;"Use a move";8;0;0;0;0;0;0;0;0;898;0;0;0
736;904;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
737;905;"Raise Affinity in combat";5;0;0;0;0;0;0;0;0;0;0;0;0
738;906;"Raise Affinity in combat";6;0;0;0;0;0;0;0;0;0;0;0;0
739;907;"Raise Affinity in combat";7;0;0;0;0;0;0;0;0;0;0;0;0
740;909;"Gather item from Collectibles list - Insect type (Currently held items count toward total)";60;0;0;0;0;0;0;0;0;0;18;0;0
741;910;"Gather item from Collectibles list - Insect type (Currently held items count toward total)";70;0;0;0;0;0;0;0;0;0;18;0;0
742;911;"Gather item from Collectibles list - Insect type (Currently held items count toward total)";80;0;0;0;0;0;0;0;0;0;18;0;0
743;912;"Gather item from Collectibles list - Insect type (Currently held items count toward total)";100;0;0;0;0;0;0;0;0;0;18;0;0
744;914;"Help an incapacitated ally";5;0;0;0;0;0;0;0;0;0;0;0;0
745;915;"Finish an enemy - Any";20;0;0;0;0;0;0;0;0;0;0;0;0
746;916;"Help an incapacitated ally";10;0;0;0;0;0;0;0;0;0;0;0;0
747;917;"Finish an enemy - Any";40;0;0;0;0;0;0;0;0;0;0;0;0
748;919;"Use pouch item (Dagas' fav - Seafood type)";4;0;0;0;0;0;0;0;0;0;9;0;0
749;920;"Gather item through salvaging - Treasure type";10;0;0;0;0;0;0;0;0;0;13;0;0
750;922;"Collect ore";25;0;0;0;0;0;0;0;0;0;0;0;0
751;923;"Collect ore";30;0;0;0;0;0;0;0;0;0;0;0;0
752;925;"Gather item from Collectibles list - Mechanical type";25;0;0;0;0;0;0;0;0;0;15;0;0
753;926;"Gather item through salvaging - Treasure type";7;0;0;0;0;0;0;0;0;0;13;0;0
754;928;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
755;929;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
756;930;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
757;931;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
758;933;"Finish an enemy - Bunnit Species in Leftheria";6;0;0;365;0;0;0;0;22;0;0;0;0
759;934;"Finish an enemy - Normal";5;0;0;0;0;0;0;268;0;0;0;0;0
760;935;"Finish an enemy - Normal";5;0;0;0;0;0;0;35;0;0;0;0;0
761;936;"Finish an enemy - Unique";1;0;0;0;0;0;0;730;0;0;0;0;0
762;938;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
763;939;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
764;940;"Use a move";9;0;0;0;0;0;0;0;0;937;0;0;0
765;941;"Blade combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
766;943;"Use a move";5;0;0;0;0;0;0;0;0;942;0;0;0
767;944;"Finish an enemy - Bunnit Species in Tantal";6;0;0;313;0;0;0;0;22;0;0;0;0
768;945;"Finish an enemy - Normal";5;0;0;0;0;0;0;269;0;0;0;0;0
769;946;"Use a move";8;0;0;0;0;0;0;0;0;942;0;0;0
770;948;"Chain attack";2;0;0;0;0;0;0;0;0;0;0;0;0
771;949;"Use pouch item (Kasandra's fav - Art category)";2;0;0;0;0;0;0;0;0;0;0;51;0
772;950;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
773;951;"Chain attack";5;0;0;0;0;0;0;0;0;0;0;0;0
774;953;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
775;954;"Raise Affinity in combat";5;0;0;0;0;0;0;0;0;0;0;0;0
776;955;"Heart-to-heart";1;0;0;0;37;0;0;0;0;0;0;0;0
777;956;"Go to location - View of a Lost Time";1;0;0;440;0;0;0;0;0;0;0;0;0
778;957;"Blade combo";2;0;0;0;0;0;0;0;0;0;0;0;0
779;958;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
780;959;"Deal a certain amount of total damage";16000;0;0;0;0;0;0;0;0;0;0;0;0
781;960;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
782;961;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
783;963;"Use pouch item (Kasandra's fav - Staple Foods)";4;0;0;0;0;0;0;0;0;0;10;0;0
784;964;"Speak to a Nopon";40;1;0;0;0;0;0;0;0;0;0;0;0
785;966;"Gather item from Collectibles list - Vegetable type";25;0;0;0;0;0;0;0;0;0;19;0;0
786;967;"Gather item from Collectibles list - Vegetable type";30;0;0;0;0;0;0;0;0;0;19;0;0
787;969;"Get hit by a critical attack";5;0;0;0;0;0;0;0;0;0;0;0;0
788;970;"Side-quest";1;0;0;0;0;48;0;0;0;0;0;0;0
789;972;"Trust";50;0;0;0;0;0;0;0;0;0;0;0;0
790;973;"Trust";500;0;0;0;0;0;0;0;0;0;0;0;0
791;974;"Trust";1500;0;0;0;0;0;0;0;0;0;0;0;0
792;975;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
793;977;"Finish an enemy - Insect (eg. Mayn Elucas - Leftheria)";5;0;0;0;0;0;0;412;0;0;0;0;0
794;978;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
795;979;"Use a move";12;0;0;0;0;0;0;0;0;976;0;0;0
796;980;"Finish an enemy - Unique";1;0;0;0;0;0;0;498;0;0;0;0;0
797;982;"Use a move";7;0;0;0;0;0;0;0;0;981;0;0;0
798;983;"Finish an enemy - Insect (eg. Hool Arachnos - Tantal)";5;0;0;0;0;0;0;43;0;0;0;0;0
799;984;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
800;985;"Side-quest";1;0;0;0;0;85;0;0;0;0;0;0;0
801;987;"Finish an enemy - Normal";5;0;0;0;0;0;0;708;0;0;0;0;0
802;988;"Use a move";6;0;0;0;0;0;0;0;0;986;0;0;0
803;989;"Side-quest";1;0;0;0;0;83;0;0;0;0;0;0;0
804;990;"Heart-to-heart";1;0;0;0;61;0;0;0;0;0;0;0;0
805;992;"Deal a certain amount of total damage";8000;0;0;0;0;0;0;0;0;0;0;0;0
806;993;"Deal a certain amount of total damage";16000;0;0;0;0;0;0;0;0;0;0;0;0
807;994;"Deal a certain amount of total damage";32000;0;0;0;0;0;0;0;0;0;0;0;0
808;995;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
809;997;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
810;998;"Raise Affinity in combat";5;0;0;0;0;0;0;0;0;0;0;0;0
811;999;"Raise Affinity in combat";6;0;0;0;0;0;0;0;0;0;0;0;0
812;1000;"Raise Affinity in combat";7;0;0;0;0;0;0;0;0;0;0;0;0
813;1001;"Blade combo";2;0;0;0;0;0;0;0;0;0;0;0;0
814;1002;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
815;1003;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
816;1004;"Use pouch item (Praxis's fav - Dessert)";4;0;0;0;0;0;0;0;0;0;0;53;0
817;1005;"Driver combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
818;1007;"Speak to women";20;0;0;0;0;0;0;0;0;0;0;0;0
819;1008;"Speak to women";30;0;0;0;0;0;0;0;0;0;0;0;0
820;1010;"Finish an enemy - Normal";5;0;0;0;0;0;0;819;0;0;0;0;0
821;1011;"Finish an enemy - Normal";5;0;0;0;0;0;0;876;0;0;0;0;0
822;1013;"Gather item from Collectibles list - Mechanical type";20;0;0;0;0;0;0;0;0;0;15;0;0
823;1014;"Gather item from Collectibles list - Mechanical type";25;0;0;0;0;0;0;0;0;0;15;0;0
824;1016;"Trust";50;0;0;0;0;0;0;0;0;0;0;0;0
825;1017;"Heart-to-heart";1;0;0;0;61;0;0;0;0;0;0;0;0
826;1018;"Heart-to-heart";1;0;0;0;64;0;0;0;0;0;0;0;0
827;1019;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
828;1021;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
829;1022;"Use a move";11;0;0;0;0;0;0;0;0;1020;0;0;0
830;1023;"Finish an enemy - Normal";4;0;0;0;0;0;0;7;0;0;0;0;0
831;1024;"Use a move";13;0;0;0;0;0;0;0;0;1020;0;0;0
832;1026;"Finish an enemy - Normal";5;0;0;0;0;0;0;484;0;0;0;0;0
833;1027;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
834;1028;"Use a move";9;0;0;0;0;0;0;0;0;1025;0;0;0
835;1029;"Finish an enemy - Unique";1;0;0;0;0;0;0;453;0;0;0;0;0
836;1031;"Use a move";5;0;0;0;0;0;0;0;0;1030;0;0;0
837;1032;"Walk a lot";10000;0;0;0;0;0;0;0;0;0;0;0;0
838;1033;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
839;1034;"Blade combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
840;1036;"Evade an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
841;1037;"Evade an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
842;1038;"Evade an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
843;1039;"Evade an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
844;1040;"Deal a certain amount of total damage";4000;0;0;0;0;0;0;0;0;0;0;0;0
845;1041;"Deal a certain amount of total damage";8000;0;0;0;0;0;0;0;0;0;0;0;0
846;1042;"Deal a certain amount of total damage";16000;0;0;0;0;0;0;0;0;0;0;0;0
847;1043;"Deal a certain amount of total damage";32000;0;0;0;0;0;0;0;0;0;0;0;0
848;1044;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
849;1045;"Use pouch item (Theory's fav - Board Games)";2;0;0;0;0;0;0;0;0;0;2;0;0
850;1046;"Block an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
851;1047;"Block an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
852;1048;"Block an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
853;1049;"Block an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
854;1051;"Finish an enemy - Normal";5;0;0;0;0;0;0;813;0;0;0;0;0
855;1052;"Finish an enemy - Normal";5;0;0;0;0;0;0;888;0;0;0;0;0
856;1054;"Use pouch item (Theory's fav - Vegetables)";4;0;0;0;0;0;0;0;0;0;0;55;0
857;1055;"Use pouch item (Theory's fav - Vegetables)";4;0;0;0;0;0;0;0;0;0;0;55;0
858;1057;"Speak to a Nopon";30;1;0;0;0;0;0;0;0;0;0;0;0
859;1058;"Use pouch item (Theory's fav - Board Games)";2;0;0;0;0;0;0;0;0;0;2;0;0
860;1060;"Do a few small deeds";3;0;0;0;0;0;0;0;0;0;0;0;0
861;1061;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
862;1062;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
863;1063;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
864;1065;"Finish an enemy - Normal";5;0;0;0;0;0;0;859;0;0;0;0;0
865;1066;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
866;1067;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
867;1068;"Finish an enemy - Unique";1;0;0;0;0;0;0;454;0;0;0;0;0
868;1070;"Use a move";7;0;0;0;0;0;0;0;0;1069;0;0;0
869;1071;"Finish an enemy - Normal";5;0;0;0;0;0;0;428;0;0;0;0;0
870;1072;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
871;1073;"Use a move";10;0;0;0;0;0;0;0;0;1069;0;0;0
872;1075;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
873;1076;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
874;1077;"Use a move";7;0;0;0;0;0;0;0;0;1074;0;0;0
875;1078;"Driver combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
876;1080;"Deal a certain amount of total damage";8000;0;0;0;0;0;0;0;0;0;0;0;0
877;1081;"Deal a certain amount of total damage";16000;0;0;0;0;0;0;0;0;0;0;0;0
878;1082;"Collect Heavy Round Shields - Currently held items count towards required total";2;0;0;0;0;0;0;0;0;0;0;0;0
879;1083;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
880;1085;"Finish an enemy - Normal";5;0;0;0;0;0;0;760;0;0;0;0;0
881;1086;"Use pouch item (Perun's fav - Seafood category)";4;0;0;0;0;0;0;0;0;0;9;0;0
882;1087;"Finish an enemy - Normal";5;0;0;0;0;0;0;837;0;0;0;0;0
883;1088;"Finish an enemy - Unique";1;0;0;0;0;0;0;497;0;0;0;0;0
884;1089;"Block an attack";3;0;0;0;0;0;0;0;0;0;0;0;0
885;1090;"Block an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
886;1091;"Block an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
887;1092;"Block an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
888;1093;"Block an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
889;1095;"Finish an enemy - Normal";5;0;0;0;0;0;0;479;0;0;0;0;0
890;1096;"Finish an enemy - Normal";5;0;0;0;0;0;0;876;0;0;0;0;0
891;1098;"Heart-to-heart";1;0;0;0;43;0;0;0;0;0;0;0;0
892;1099;"Go to location - Way of the Practitioner";1;0;0;430;0;0;0;0;0;0;0;0;0
893;1101;"Use a move in a Merc Mission";5;0;0;0;0;0;0;0;0;0;0;0;0
894;1102;"Side-quest";1;0;0;0;0;15;0;0;0;0;0;0;0
895;1104;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
896;1105;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
897;1106;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
898;1107;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
899;1109;"Finish an enemy - Bunnit Species in Uraya";6;0;0;124;0;0;0;0;22;0;0;0;0
900;1110;"Use a move";11;0;0;0;0;0;0;0;0;1108;0;0;0
901;1111;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
902;1112;"Side-quest";1;0;0;0;0;125;0;0;0;0;0;0;0
903;1114;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
904;1115;"Finish an enemy - Normal";5;0;0;0;0;0;0;480;0;0;0;0;0
905;1116;"Use a move";9;0;0;0;0;0;0;0;0;1113;0;0;0
906;1117;"Side-quest";1;0;0;0;0;125;0;0;0;0;0;0;0
907;1119;"Use a move";5;0;0;0;0;0;0;0;0;1118;0;0;0
908;1120;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
909;1121;"Finish an enemy - Normal";4;0;0;0;0;0;0;129;0;0;0;0;0
910;1122;"Side-quest";1;0;0;0;0;125;0;0;0;0;0;0;0
911;1124;"Finish an enemy - Igna Species in Uraya";6;0;0;124;0;0;0;0;44;0;0;0;0
912;1125;"Finish an enemy - Tirkin Species in Leftheria";6;0;0;365;0;0;0;0;85;0;0;0;0
913;1126;"Finish an enemy - Lindwurm Species in Leftheria";5;0;0;365;0;0;0;0;51;0;0;0;0
914;1127;"Finish an enemy - Normal";5;0;0;0;0;0;0;570;0;0;0;0;0
915;1129;"Walk a lot";5000;0;0;0;0;0;0;0;0;0;0;0;0
916;1130;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
917;1131;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
918;1132;"Driver combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
919;1133;"Collect an HP Potion";5;0;0;0;0;0;0;0;0;0;0;0;0
920;1134;"Collect an HP Potion";10;0;0;0;0;0;0;0;0;0;0;0;0
921;1135;"Collect an HP Potion";15;0;0;0;0;0;0;0;0;0;0;0;0
922;1136;"Collect an HP Potion";20;0;0;0;0;0;0;0;0;0;0;0;0
923;1137;"Collect an HP Potion";30;0;0;0;0;0;0;0;0;0;0;0;0
924;1139;"Talk to people - Previous instances count toward total";50;0;0;0;0;0;0;0;0;0;0;0;0
925;1140;"Talk to people - Previous instances count toward total";100;0;0;0;0;0;0;0;0;0;0;0;0
926;1141;"Talk to people - Previous instances count toward total";150;0;0;0;0;0;0;0;0;0;0;0;0
927;1142;"Talk to people - Previous instances count toward total";200;0;0;0;0;0;0;0;0;0;0;0;0
928;1144;"Heart-to-heart";1;0;0;0;39;0;0;0;0;0;0;0;0
929;1145;"Finish an enemy - Normal";5;0;0;0;0;0;0;850;0;0;0;0;0
930;1147;"Collect stuff";7;0;0;0;0;0;0;0;0;0;0;0;0
931;1148;"Collect stuff";10;0;0;0;0;0;0;0;0;0;0;0;0
932;1150;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
933;1151;"Merc Mission";1;0;0;0;0;0;133;0;0;0;0;0;0
934;1151;"Side-quest";1;0;0;0;0;77;0;0;0;0;0;0;0
935;1152;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
936;1153;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
937;1155;"Use a move";10;0;0;0;0;0;0;0;0;1154;0;0;0
938;1156;"Finish an enemy - Normal";5;0;0;0;0;0;0;689;0;0;0;0;0
939;1157;"Finish an enemy - Flying (eg. Heidl Taos - Cliffs of Morytha)";10;0;0;0;0;0;0;938;0;0;0;0;0
940;1158;"Finish an enemy - Unique";1;0;0;0;0;0;0;846;0;0;0;0;0
941;1160;"Use a move";5;0;0;0;0;0;0;0;0;1159;0;0;0
942;1161;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
943;1162;"Finish an enemy - Normal";4;0;0;0;0;0;0;234;0;0;0;0;0
944;1163;"Finish an enemy - Unique";1;0;0;0;0;0;0;729;0;0;0;0;0
945;1165;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
946;1166;"Finish an enemy - Normal";5;0;0;0;0;0;0;514;0;0;0;0;0
947;1167;"Use a move";7;0;0;0;0;0;0;0;0;1164;0;0;0
948;1168;"Finish an enemy - Normal";5;0;0;0;0;0;0;636;0;0;0;0;0
949;1170;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
950;1171;"Raise Affinity in combat";5;0;0;0;0;0;0;0;0;0;0;0;0
951;1172;"Raise Affinity in combat";6;0;0;0;0;0;0;0;0;0;0;0;0
952;1173;"Raise Affinity in combat";7;0;0;0;0;0;0;0;0;0;0;0;0
953;1175;"Collect an HP Potion";10;0;0;0;0;0;0;0;0;0;0;0;0
954;1176;"Collect an HP Potion";15;0;0;0;0;0;0;0;0;0;0;0;0
955;1177;"Collect an HP Potion";20;0;0;0;0;0;0;0;0;0;0;0;0
956;1178;"Collect an HP Potion";30;0;0;0;0;0;0;0;0;0;0;0;0
957;1180;"Deal a certain amount of total damage";8000;0;0;0;0;0;0;0;0;0;0;0;0
958;1181;"Deal a certain amount of total damage";16000;0;0;0;0;0;0;0;0;0;0;0;0
959;1182;"Deal a certain amount of total damage";32000;0;0;0;0;0;0;0;0;0;0;0;0
960;1183;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
961;1185;"Go to location - Raqura Aquagardens";1;0;0;169;0;0;0;0;0;0;0;0;0
962;1186;"Heart-to-heart";1;0;0;0;22;0;0;0;0;0;0;0;0
963;1187;"Gather item from Collectibles list - Flower type";5;0;0;0;0;0;0;0;0;0;20;0;0
964;1188;"Gather item from Collectibles list - Flower type";25;0;0;0;0;0;0;0;0;0;20;0;0
965;1189;"Gather item from Collectibles list - Flower type";27;0;0;0;0;0;0;0;0;0;20;0;0
966;1191;"Use pouch item (Azami's fav - Cosmetics)";2;0;0;0;0;0;0;0;0;0;0;61;0
967;1192;"Use pouch item (Azami's fav - Vegetables)";4;0;0;0;0;0;0;0;0;0;0;62;0
968;1194;"Heart-to-heart";1;0;0;0;50;0;0;0;0;0;0;0;0
969;1194;"Side-quest";1;0;0;0;0;44;0;0;0;0;0;0;0
970;1195;"Take lessons in the Merc Missions, raise all levels to two or more, and hold a concert";2;0;0;0;0;0;0;0;0;0;0;0;0
971;1196;"Take lessons in the Merc Missions, raise all levels to four or more, and hold a concert";4;0;0;0;0;0;0;0;0;0;0;0;0
972;1197;"Take lessons in the Merc Missions, gain at least 5,000 fans, and succeed with your concert";5000;0;0;0;0;0;0;0;0;0;0;0;0
973;1199;"Use a move";10;0;0;0;0;0;0;0;0;1198;0;0;0
974;1200;"Finish an enemy - Normal";5;0;0;0;0;0;0;708;0;0;0;0;0
975;1201;"Finish an enemy - Normal";4;0;0;0;0;0;0;693;0;0;0;0;0
976;1202;"Finish an enemy - Any";40;0;0;0;0;0;0;0;0;0;0;0;0
977;1204;"Finish an enemy - Normal";4;0;0;0;0;0;0;811;0;0;0;0;0
978;1205;"Finish an enemy - Normal";4;0;0;0;0;0;0;263;0;0;0;0;0
979;1206;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
980;1207;"Use pouch item (Ursula's fav - Cosmetics)";2;0;0;0;0;0;0;0;0;0;3;0;0
981;1209;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
982;1210;"Use a move";6;0;0;0;0;0;0;0;0;1208;0;0;0
983;1211;"Finish an enemy - Normal";5;0;0;0;0;0;0;1011;0;0;0;0;0
984;1212;"Finish an enemy - Normal";5;0;0;0;0;0;0;888;0;0;0;0;0
985;1214;"Block an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
986;1215;"Block an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
987;1216;"Block an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
988;1217;"Block an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
989;1219;"Collect an HP Potion";10;0;0;0;0;0;0;0;0;0;0;0;0
990;1220;"Collect an HP Potion";15;0;0;0;0;0;0;0;0;0;0;0;0
991;1221;"Collect an HP Potion";20;0;0;0;0;0;0;0;0;0;0;0;0
992;1222;"Collect an HP Potion";30;0;0;0;0;0;0;0;0;0;0;0;0
